c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,img,label
0.978094086349,0.0150044362439,0.0152847710864,0.0150366779124,0.0210369378189,0.0299075186113,0.0150438299061,0.0150000064497,0.0150097819472,0.0155819716144,Left0001.bmp,0
0.978094086349,0.0150044362439,0.0152847710864,0.0150366779124,0.0210369378189,0.0299075186113,0.0150438299061,0.0150000064497,0.0150097819472,0.0155819716144,Left00011.bmp,0
0.96567938298,0.0150039260856,0.0170301951747,0.0150825870738,0.0346095118858,0.0262313862238,0.0155291142658,0.0150001297211,0.0151630092238,0.0156707446987,Left00012.bmp,0
0.962604064345,0.0150027785754,0.0168064542185,0.0151533948367,0.0332612161897,0.0310571863409,0.0152677678388,0.0150000559415,0.0150662428724,0.0157808493302,Left00013.bmp,0
0.976190572083,0.015008913018,0.0152876785786,0.0151653140008,0.0269757757708,0.025510598328,0.0151346774869,0.0150000220384,0.0150369822048,0.0156894379394,Left00014.bmp,0
0.978706378937,0.0150062236833,0.0154305982075,0.0150865059402,0.022077273156,0.0281688370369,0.0150811779841,0.0150000219049,0.0150428192593,0.0154001417526,Left00015.bmp,0
0.96567938298,0.0150039260856,0.0170301951747,0.0150825870738,0.0346095118858,0.0262313862238,0.0155291142658,0.0150001297211,0.0151630092238,0.0156707446987,Left0002.bmp,0
0.962604064345,0.0150027785754,0.0168064542185,0.0151533948367,0.0332612161897,0.0310571863409,0.0152677678388,0.0150000559415,0.0150662428724,0.0157808493302,Left0003.bmp,0
0.976190572083,0.015008913018,0.0152876785786,0.0151653140008,0.0269757757708,0.025510598328,0.0151346774869,0.0150000220384,0.0150369822048,0.0156894379394,Left0004.bmp,0
0.978706378937,0.0150062236833,0.0154305982075,0.0150865059402,0.022077273156,0.0281688370369,0.0150811779841,0.0150000219049,0.0150428192593,0.0154001417526,Left0005.bmp,0
0.998634626865,0.0153468052592,0.0150000000021,0.015000000003,0.0150022757049,0.0150031869786,0.0150001001882,0.0150000003155,0.0160097066493,0.0150033171616,Left0008.bmp,0
0.992018590868,0.0151974384753,0.0150000121062,0.0150000146813,0.0152327625184,0.0151519528012,0.0150015211518,0.015000000355,0.0223759710044,0.0150217102275,Left0009.bmp,0
0.999158266485,0.0150391230696,0.0150005642626,0.0150000725142,0.0157445348901,0.0150027974519,0.0150069347034,0.0150000137617,0.0150090730414,0.0150385958354,Left0015.bmp,0
0.998732614815,0.0150909909709,0.0150018063161,0.0150002427144,0.0160611840128,0.0150038855201,0.0150151844382,0.0150000872534,0.0150317323707,0.0150622561363,Left0016.bmp,0
0.998836884797,0.0150492514285,0.0150023877827,0.0150002876613,0.016029577771,0.0150040183871,0.0150113414487,0.015000055263,0.0150196737134,0.0150465221572,Left0017.bmp,0
0.829553806782,0.0157112501221,0.0151110590868,0.015026809408,0.180147050098,0.0152065650457,0.0150414501892,0.0150037641926,0.0189963164716,0.0152019006797,Left0025.bmp,0
0.986465157568,0.0150835445822,0.0150138553213,0.0150013742051,0.0278548372863,0.0150096450216,0.0150078423948,0.015001619109,0.0153934287086,0.0151687164048,Left0026.bmp,0
0.98720344305,0.0151050207414,0.0150076762491,0.0150012861607,0.027044920316,0.0150175748121,0.0150062984449,0.0150020170741,0.0154602085764,0.015151533184,Left0027.bmp,0
0.999797683358,0.0150007941102,0.0150000296266,0.015003778266,0.0151775581228,0.0150194666712,0.015000475759,0.0150000019736,0.0150001052429,0.0150000879738,Left0031.bmp,0
0.99993465513,0.0150005694365,0.015000010511,0.0150016060996,0.0150503026539,0.0150125880217,0.0150001856371,0.0150000002696,0.0150000396511,0.0150000690718,Left0032.bmp,0
0.999795745909,0.0150347173899,0.0150001191102,0.015003002496,0.0151301153197,0.0150211102036,0.0150006427381,0.015000000227,0.0150064059476,0.0150081506782,Left0036.bmp,0
0.999846237004,0.0150204324716,0.0150000598352,0.0150041033649,0.0151097862456,0.0150075192385,0.0150002685037,0.015000000196,0.0150035494259,0.0150080530446,Left0037.bmp,0
0.999894144833,0.0150107926003,0.0150000632283,0.015003766774,0.0150755491651,0.0150073747886,0.015000339042,0.0150000001056,0.0150024651967,0.0150054923337,Left0038.bmp,0
0.999863086939,0.0150166719185,0.0150001309905,0.015002390572,0.0150970983972,0.0150081274989,0.0150006073904,0.015000000283,0.0150028968409,0.0150089696439,Left0039.bmp,0
0.939711695611,0.0410983532574,0.015067365361,0.0151054100717,0.0434414299298,0.015886463864,0.0153810156361,0.0150024275167,0.0186022903083,0.0157035656876,Left0040.bmp,0
0.958009550869,0.0293846642459,0.0150499692606,0.0150607910953,0.0377084927168,0.0155289400261,0.0151355431382,0.0150015654243,0.0185258498276,0.0155946040203,Left0041.bmp,0
0.896150679886,0.0561702257022,0.0151186652024,0.0152032868713,0.059943436943,0.0166630499694,0.0155015413946,0.015004720178,0.0289837324806,0.0162606495223,Left0042.bmp,0
0.993197205663,0.0151907822928,0.0150002535645,0.0150000210418,0.0202876574057,0.0150111655078,0.0150000736618,0.015001505812,0.0151114896764,0.0161998547218,Left0045.bmp,0
0.980860117674,0.0156358637943,0.0150019705346,0.0150000512941,0.0285104757082,0.0150169131392,0.0150003907779,0.0150024681391,0.0156987098529,0.0192730340897,Left0046.bmp,0
0.989728350043,0.0156391963648,0.0150002718874,0.0150000244142,0.0224706220836,0.0150101540529,0.0150002515896,0.0150018471634,0.0153680910821,0.0167812202527,Left0047.bmp,0
0.999797683358,0.0150007941102,0.0150000296266,0.015003778266,0.0151775581228,0.0150194666712,0.015000475759,0.0150000019736,0.0150001052429,0.0150000879738,Left0051 .bmp,0
0.99993465513,0.0150005694365,0.015000010511,0.0150016060996,0.0150503026539,0.0150125880217,0.0150001856371,0.0150000002696,0.0150000396511,0.0150000690718,Left0052.bmp,0
0.999795745909,0.0150347173899,0.0150001191102,0.015003002496,0.0151301153197,0.0150211102036,0.0150006427381,0.015000000227,0.0150064059476,0.0150081506782,Left0053.bmp,0
0.999846237004,0.0150204324716,0.0150000598352,0.0150041033649,0.0151097862456,0.0150075192385,0.0150002685037,0.015000000196,0.0150035494259,0.0150080530446,Left0054.bmp,0
0.999894144833,0.0150107926003,0.0150000632283,0.015003766774,0.0150755491651,0.0150073747886,0.015000339042,0.0150000001056,0.0150024651967,0.0150054923337,Left0055.bmp,0
0.989309567511,0.0150076091005,0.0150844372667,0.0150619639594,0.0199953411217,0.0202592726774,0.0151041492348,0.0150000659675,0.0151614013481,0.0150161665933,Left0132.bmp,0
0.988503823578,0.0150070231106,0.0150908135921,0.0150559256391,0.0228750806116,0.0182003171183,0.0150748312004,0.0150001061905,0.0151825819191,0.0150094969318,Left0133.bmp,0
0.991452973187,0.0150045448938,0.015094031171,0.0150559139966,0.0207786305528,0.017387862521,0.0150729428513,0.0150001288511,0.0151391161267,0.0150138824082,Left0134.bmp,0
0.97883536607,0.015018894252,0.0152818129965,0.0151893064013,0.0306941806898,0.019608357246,0.0151971642872,0.0150001641913,0.0151598084941,0.0150149514028,Left0135.bmp,0
0.794273624122,0.0150687431675,0.0151456891168,0.0152274036304,0.217364945933,0.0173046577105,0.0153336247351,0.0150018456443,0.0151363504086,0.0151431362388,Left0136.bmp,0
0.842674269974,0.0150766636483,0.015066420803,0.0152054102276,0.1681857685,0.0182481144066,0.0152769423982,0.0150016273695,0.0151436799279,0.0151211287173,Left0137.bmp,0
0.816107206345,0.0150951140486,0.0150697310775,0.0151162880404,0.195314017162,0.0178382705594,0.015223868196,0.0150013786636,0.0151215657355,0.0151125578047,Left0138.bmp,0
0.85346439302,0.0150564166163,0.0151049052338,0.0151576483577,0.155865677223,0.019769643452,0.0152862790423,0.0150015048319,0.0151186145616,0.015174948885,Left0139.bmp,0
0.876191785038,0.0150568757155,0.0150729534295,0.0150962204046,0.131270312853,0.0218864000309,0.015196983282,0.0150008572232,0.0151009446279,0.0151266905983,Left0140.bmp,0
0.976362594068,0.015089605245,0.0150176775843,0.0150108492844,0.0274018108938,0.0258910006564,0.0150154578845,0.0150009264891,0.0150426333986,0.0151674266785,Left0288.bmp,0
0.991394556165,0.0151131195184,0.0150225910904,0.0150021501409,0.0187447377585,0.0196159717324,0.0150017212202,0.0150001307815,0.0150093188597,0.0150956801842,Left0289.bmp,0
